feature,value
log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,6.645437350572466
log-sigma-2-0-mm-3D_firstorder_Mean,3.7186140656454283
log-sigma-2-0-mm-3D_firstorder_Median,1.3576620817184448
log-sigma-2-0-mm-3D_firstorder_Minimum,-111.69977569580078
log-sigma-2-0-mm-3D_firstorder_Range,209.34264373779297
log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,2.9011972101383168
log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,11.569056168040072
log-sigma-2-0-mm-3D_firstorder_Skewness,1.222770363091498
log-sigma-2-0-mm-3D_firstorder_TotalEnergy,162059185.4437166
log-sigma-2-0-mm-3D_firstorder_Uniformity,0.19990200759068227
log-sigma-2-0-mm-3D_firstorder_Variance,120.01497005005002
log-sigma-2-0-mm-3D_glcm_Autocorrelation,1286.7407791432452
log-sigma-2-0-mm-3D_glcm_ClusterProminence,18904.689178995246
log-sigma-2-0-mm-3D_glcm_ClusterShade,367.12394346379824
log-sigma-2-0-mm-3D_glcm_ClusterTendency,39.501435301650794
log-sigma-2-0-mm-3D_glcm_Contrast,2.257832718961932
log-sigma-2-0-mm-3D_glcm_Correlation,0.8908564885411318
log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.7620463109260455
log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,1.6838854654619682
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,1.654015614403223
log-sigma-2-0-mm-3D_glcm_Id,0.7378094518535255
log-sigma-2-0-mm-3D_glcm_Idm,0.7192210393138024
log-sigma-2-0-mm-3D_glcm_Idmn,0.9994558610456987
log-sigma-2-0-mm-3D_glcm_Idn,0.9886001890660853
log-sigma-2-0-mm-3D_glcm_Imc1,-0.38093779871363687
log-sigma-2-0-mm-3D_glcm_Imc2,0.9458867355105596
log-sigma-2-0-mm-3D_glcm_InverseVariance,0.34547669706833484
log-sigma-2-0-mm-3D_glcm_JointAverage,35.74114662380126
log-sigma-2-0-mm-3D_glcm_JointEnergy,0.10661969626640835
log-sigma-2-0-mm-3D_glcm_JointEntropy,4.965784056546938
log-sigma-2-0-mm-3D_glcm_MCC,0.9135080301915702
log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.28068507081576066
log-sigma-2-0-mm-3D_glcm_SumAverage,71.48229324760253
log-sigma-2-0-mm-3D_glcm_SumEntropy,3.928463350763406
log-sigma-2-0-mm-3D_glcm_SumSquares,10.439817005153174
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,63566.88758489598
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.10970071784850496
log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,18.927084461592724
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,1340.8215510250654
log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,10.692901918036496
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,13329.742010990865
log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.008685233086655874
log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.0007990164636546061
log-sigma-2-0-mm-3D_glrlm_RunEntropy,5.634367890816022
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,238767.23356974166
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.40860954568601343
log-sigma-2-0-mm-3D_glrlm_RunPercentage,0.47570171267350436
log-sigma-2-0-mm-3D_glrlm_RunVariance,6.030399642978064
log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,0.6622736524373393
log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,912.4349483694098
log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0005269817098456499
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,1004.7220001402623
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0352311522596347
log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,67.45063784249547
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,1362.7488603688898
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,9789725.573216915
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,11992367237.409986
log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,8002.594530870302
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0010343613822895268
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,8472.064731047058
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.29707780107465664
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.5633718169781721
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,746.5280727794229
log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0006241416662701318
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,7.816260200265505
log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.023552731011756544
log-sigma-2-0-mm-3D_glszm_ZoneVariance,9787922.898134708
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,7.331084775229451
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,48585.18961938859
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.04012602224071274
log-sigma-2-0-mm-3D_gldm_DependenceVariance,57.43502896987541
log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,242044.34932091195
log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,11.295277348633078
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,1292.0896272345487
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,271.52329711805686
log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,334948.8417305699
log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.22141422735443694
log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0008050103406960061
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.030916795375582288
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,42.81730151938178
log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,2.872502607100592e-05
log-sigma-2-0-mm-3D_ngtdm_Busyness,14.652428685745477
log-sigma-2-0-mm-3D_ngtdm_Coarseness,1.715152708833009e-05
log-sigma-2-0-mm-3D_ngtdm_Complexity,758.7919112222044
log-sigma-2-0-mm-3D_ngtdm_Contrast,0.00230726348308978
log-sigma-2-0-mm-3D_ngtdm_Strength,0.09151242509829186
log-sigma-3-0-mm-3D_firstorder_10Percentile,-2.6185511112213136
log-sigma-3-0-mm-3D_firstorder_90Percentile,25.03908576965334
log-sigma-3-0-mm-3D_firstorder_Energy,290228755.36393285
log-sigma-3-0-mm-3D_firstorder_Entropy,3.3846852905014435
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,9.746550537645817
log-sigma-3-0-mm-3D_firstorder_Kurtosis,9.115267865251278
log-sigma-3-0-mm-3D_firstorder_Maximum,119.00827026367188
log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,9.457813182261145
log-sigma-3-0-mm-3D_firstorder_Mean,6.482701802179324
log-sigma-3-0-mm-3D_firstorder_Median,2.187460422515869
log-sigma-3-0-mm-3D_firstorder_Minimum,-118.16642761230469
log-sigma-3-0-mm-3D_firstorder_Range,237.17469787597656
log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,4.9031481426042225
log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,15.482151875098776
log-sigma-3-0-mm-3D_firstorder_Skewness,1.1931530578165892
log-sigma-3-0-mm-3D_firstorder_TotalEnergy,290228755.36393285
log-sigma-3-0-mm-3D_firstorder_Uniformity,0.1622347171286471
log-sigma-3-0-mm-3D_firstorder_Variance,197.6716040276455
log-sigma-3-0-mm-3D_glcm_Autocorrelation,1176.5035960732744
log-sigma-3-0-mm-3D_glcm_ClusterProminence,25322.982356887696
log-sigma-3-0-mm-3D_glcm_ClusterShade,547.6231979876998
log-sigma-3-0-mm-3D_glcm_ClusterTendency,53.15764460622665
log-sigma-3-0-mm-3D_glcm_Contrast,1.7303218509525111
log-sigma-3-0-mm-3D_glcm_Correlation,0.9365766503578014
log-sigma-3-0-mm-3D_glcm_DifferenceAverage,0.651246169937274
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,1.5534109129595883
log-sigma-3-0-mm-3D_glcm_DifferenceVariance,1.2873374179046502
log-sigma-3-0-mm-3D_glcm_Id,0.7666762935489481
log-sigma-3-0-mm-3D_glcm_Idm,0.7509378697924747
